#  addMAME 0.01 > 0.196
#
#  © 2014/2018 AntoPISA of www.progettosnaps.net
#
#  Total sets: 35,074
#
#
-----------------------------------------------------------
| S e t                     | Added in version | T y p e  |
| m4ssclas__f               | 0.145u5          | MAME     |
| m4sss                     | 0.146u5          | MAME     |
| m4sss__a                  | 0.143u2          | MAME     |
| m4sss__b                  | 0.146u5          | MAME     |
| m4sss__c                  | 0.146u5          | MAME     |
| m4sss__d                  | 0.146u5          | MAME     |
| m4sss__e                  | 0.146u5          | MAME     |
| m4sss__f                  | 0.146u5          | MAME     |
| m4sss__g                  | 0.146u5          | MAME     |
| m4sss__h                  | 0.146u5          | MAME     |
| m4sss__i                  | 0.146u5          | MAME     |
| m4sss__j                  | 0.146u5          | MAME     |
| m4sss__k                  | 0.146u5          | MAME     |
| m4sss__l                  | 0.146u5          | MAME     |
| m4sstrek                  | 0.143u2          | MAME     |
| m4stakeu                  | 0.146u5          | MAME     |
| m4stakeua                 | 0.143u2          | MAME     |
| m4stakex                  | 0.143u2          | MAME     |
| m4stakexa                 | 0.143u2          | MAME     |
| m4stand2                  | 0.143u2          | MAME     |
| m4starbr                  | 0.143u2          | MAME     |
| m4stards                  | 0.143u2          | MAME     |
| m4starst                  | 0.143u2          | MAME     |
| m4starst__a               | 0.146u5          | MAME     |
| m4starst__b               | 0.146u5          | MAME     |
| m4starst__c               | 0.146u5          | MAME     |
| m4starst__d               | 0.146u5          | MAME     |
| m4starst__e               | 0.146u5          | MAME     |
| m4starst__f               | 0.146u5          | MAME     |
| m4starst__g               | 0.146u5          | MAME     |
| m4starst__h               | 0.146u5          | MAME     |
| m4starst__i               | 0.146u5          | MAME     |
| m4starst__j               | 0.146u5          | MAME     |
| m4stc                     | 0.143u2          | MAME     |
| m4steptm                  | 0.143u2          | MAME     |
| m4stopcl                  | 0.143u2          | MAME     |
| m4sunclb                  | 0.143u2          | MAME     |
| m4sunclba                 | 0.146u5          | MAME     |
| m4sunday                  | 0.143u3          | MAME     |
| m4sunscl                  | 0.143u2          | MAME     |
| m4sunscla                 | 0.146u5          | MAME     |
| m4sunsclb                 | 0.146u5          | MAME     |
| m4sunset                  | 0.146u5          | MAME     |
| m4sunseta                 | 0.143u2          | MAME     |
| m4sunsetb                 | 0.146u5          | MAME     |
| m4sunsetc                 | 0.146u5          | MAME     |
| m4sunsetd                 | 0.146u5          | MAME     |
| m4sunsete                 | 0.146u5          | MAME     |
| m4sunsetf                 | 0.146u5          | MAME     |
| m4sunsetg                 | 0.146u5          | MAME     |
| m4sunseth                 | 0.146u5          | MAME     |
| m4sunseti                 | 0.146u5          | MAME     |
| m4sunsetj                 | 0.146u5          | MAME     |
| m4sunsetk                 | 0.146u5          | MAME     |
| m4sunsetl                 | 0.146u5          | MAME     |
| m4sunsetm                 | 0.146u5          | MAME     |
| m4sunsetn                 | 0.146u5          | MAME     |
| m4sunseto                 | 0.146u5          | MAME     |
| m4sunsetp                 | 0.146u5          | MAME     |
| m4sunsetq                 | 0.146u5          | MAME     |
| m4sunsetr                 | 0.146u5          | MAME     |
| m4sunsets                 | 0.146u5          | MAME     |
| m4sunsett                 | 0.146u5          | MAME     |
| m4supbf                   | 0.143u2          | MAME     |
| m4supbfa                  | 0.146u5          | MAME     |
| m4supbjc                  | 0.146u5          | MAME     |
| m4supbjca                 | 0.143u2          | MAME     |
| m4supbjcb                 | 0.146u5          | MAME     |
| m4supbjcc                 | 0.146u5          | MAME     |
| m4supbjcd                 | 0.146u5          | MAME     |
| m4supfru                  | 0.143u2          | MAME     |
| m4supfrua                 | 0.143u2          | MAME     |
| m4suphv                   | 0.146u5          | MAME     |
| m4suphv__a                | 0.146u5          | MAME     |
| m4suphv__b                | 0.143u2          | MAME     |
| m4suphv__c                | 0.146u5          | MAME     |
| m4suphv__d                | 0.146u5          | MAME     |
| m4suphv__e                | 0.146u5          | MAME     |
| m4suphv__f                | 0.146u5          | MAME     |
| m4suphv__g                | 0.146u5          | MAME     |
| m4suphv__h                | 0.146u5          | MAME     |
| m4suphv__i                | 0.146u5          | MAME     |
| m4suphv__j                | 0.146u5          | MAME     |
| m4suphv__k                | 0.146u5          | MAME     |
| m4suphv__l                | 0.146u5          | MAME     |
| m4suphv__m                | 0.146u5          | MAME     |
| m4suphv__n                | 0.146u5          | MAME     |
| m4suphv__o                | 0.146u5          | MAME     |
| m4suphv__p                | 0.146u5          | MAME     |
| m4supjst                  | 0.143u2          | MAME     |
| m4supjsta                 | 0.146u5          | MAME     |
| m4supjstb                 | 0.146u5          | MAME     |
| m4supjstc                 | 0.146u5          | MAME     |
| m4supjstd                 | 0.146u5          | MAME     |
| m4supjste                 | 0.146u5          | MAME     |
| m4supleg                  | 0.146u5          | MAME     |
| m4supleg__a               | 0.146u5          | MAME     |
| m4supleg__b               | 0.146u5          | MAME     |
| m4supleg__c               | 0.146u5          | MAME     |
| m4supleg__d               | 0.146u5          | MAME     |
| m4suplegw                 | 0.143u2          | MAME     |
| m4supscr                  | 0.143u2          | MAME     |
| m4supscr__a               | 0.146u5          | MAME     |
| m4supscr__b               | 0.146u5          | MAME     |
| m4supscr__c               | 0.146u5          | MAME     |
| m4supscr__d               | 0.146u5          | MAME     |
| m4supscr__e               | 0.146u5          | MAME     |
| m4supscr__f               | 0.146u5          | MAME     |
| m4supscr__g               | 0.146u5          | MAME     |
| m4supscr__h               | 0.146u5          | MAME     |
| m4supscr__i               | 0.146u5          | MAME     |
| m4supscr__j               | 0.146u5          | MAME     |
| m4supscr__k               | 0.146u5          | MAME     |
| m4supscr__l               | 0.146u5          | MAME     |
| m4supscr__m               | 0.146u5          | MAME     |
| m4supscr__n               | 0.146u5          | MAME     |
| m4supsl                   | 0.143u3          | MAME     |
| m4supslt                  | 0.143u2          | MAME     |
| m4supst                   | 0.146u5          | MAME     |
| m4supst__0                | 0.146u5          | MAME     |
| m4supst__1                | 0.146u5          | MAME     |
| m4supst__2                | 0.146u5          | MAME     |
| m4supst__3                | 0.146u5          | MAME     |
| m4supst__4                | 0.146u5          | MAME     |
| m4supst__5                | 0.146u5          | MAME     |
| m4supst__6                | 0.146u5          | MAME     |
| m4supst__7                | 0.146u5          | MAME     |
| m4supst__8                | 0.146u5          | MAME     |
| m4supst__9                | 0.146u5          | MAME     |
| m4supst__a                | 0.143u2          | MAME     |
| m4supst__a0               | 0.146u5          | MAME     |
| m4supst__a1               | 0.146u5          | MAME     |
| m4supst__a2               | 0.146u5          | MAME     |
| m4supst__a3               | 0.146u5          | MAME     |
| m4supst__a4               | 0.146u5          | MAME     |
| m4supst__a5               | 0.146u5          | MAME     |
| m4supst__a6               | 0.146u5          | MAME     |
| m4supst__a7               | 0.146u5          | MAME     |
| m4supst__a8               | 0.146u5          | MAME     |
| m4supst__a9               | 0.146u5          | MAME     |
| m4supst__aa               | 0.146u5          | MAME     |
| m4supst__ab               | 0.146u5          | MAME     |
| m4supst__ac               | 0.146u5          | MAME     |
| m4supst__ad               | 0.146u5          | MAME     |
| m4supst__ae               | 0.146u5          | MAME     |
| m4supst__af               | 0.146u5          | MAME     |
| m4supst__ag               | 0.146u5          | MAME     |
| m4supst__ah               | 0.146u5          | MAME     |
| m4supst__ai               | 0.146u5          | MAME     |
| m4supst__aj               | 0.146u5          | MAME     |
| m4supst__ak               | 0.146u5          | MAME     |
| m4supst__al               | 0.146u5          | MAME     |
| m4supst__am               | 0.146u5          | MAME     |
| m4supst__an               | 0.146u5          | MAME     |
| m4supst__ao               | 0.146u5          | MAME     |
| m4supst__ap               | 0.146u5          | MAME     |
| m4supst__aq               | 0.146u5          | MAME     |
| m4supst__ar               | 0.146u5          | MAME     |
| m4supst__as               | 0.146u5          | MAME     |
| m4supst__at               | 0.146u5          | MAME     |
| m4supst__au               | 0.146u5          | MAME     |
| m4supst__av               | 0.146u5          | MAME     |
| m4supst__aw               | 0.146u5          | MAME     |
| m4supst__ax               | 0.146u5          | MAME     |
| m4supst__ay               | 0.146u5          | MAME     |
| m4supst__az               | 0.146u5          | MAME     |
| m4supst__b                | 0.146u5          | MAME     |
| m4supst__b0               | 0.146u5          | MAME     |
| m4supst__b1               | 0.146u5          | MAME     |
| m4supst__b2               | 0.146u5          | MAME     |
| m4supst__b3               | 0.146u5          | MAME     |
| m4supst__b4               | 0.146u5          | MAME     |
| m4supst__b5               | 0.146u5          | MAME     |
| m4supst__ba               | 0.146u5          | MAME     |
| m4supst__bb               | 0.146u5          | MAME     |
| m4supst__bc               | 0.146u5          | MAME     |
| m4supst__bd               | 0.146u5          | MAME     |
| m4supst__be               | 0.146u5          | MAME     |
| m4supst__bf               | 0.146u5          | MAME     |
| m4supst__bg               | 0.146u5          | MAME     |
| m4supst__bh               | 0.146u5          | MAME     |
| m4supst__bi               | 0.146u5          | MAME     |
| m4supst__bj               | 0.146u5          | MAME     |
| m4supst__bk               | 0.146u5          | MAME     |
| m4supst__bl               | 0.146u5          | MAME     |
| m4supst__bm               | 0.146u5          | MAME     |
| m4supst__bn               | 0.146u5          | MAME     |
| m4supst__bo               | 0.146u5          | MAME     |
| m4supst__bp               | 0.146u5          | MAME     |
| m4supst__bq               | 0.146u5          | MAME     |
| m4supst__br               | 0.146u5          | MAME     |
| m4supst__bs               | 0.146u5          | MAME     |
